,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,ocorrencia_tipo,aeronave_operador_categoria,aeronave_tipo_veiculo
210,41274,ACIDENTE,SP,****,2010-05-27,12:00:00,OUTROS,***,AVIÃO
211,41236,ACIDENTE,AL,SNUZ,2010-05-29,09:55:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
212,41272,INCIDENTE,CE,SBFZ,2010-05-29,19:38:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
213,41375,INCIDENTE,DF,SBBR,2010-05-29,15:45:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
214,41376,INCIDENTE,BA,SBPS,2010-05-29,13:50:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
215,41378,INCIDENTE,AM,****,2010-02-06,19:00:00,FALHA DO MOTOR EM VOO,TÁXI AÉREO,HELICÓPTERO
216,41481,INCIDENTE,MG,SBCF,2010-02-06,01:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
217,41484,INCIDENTE,DF,SBBR,2010-02-06,12:20:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
218,41482,ACIDENTE,RS,****,2010-03-06,16:15:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,ULTRALEVE
219,41661,INCIDENTE,SP,****,2010-03-06,13:00:00,COLISÃO COM AVE,REGULAR,AVIÃO
220,41392,INCIDENTE,PR,SBLO,2010-04-06,11:42:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
221,41394,INCIDENTE,SP,SBGR,2010-04-06,01:05:00,COM PARA-BRISAS / JANELA / PORTA,REGULAR,AVIÃO
222,41682,INCIDENTE,SP,SBGR,2010-05-06,19:12:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,AVIÃO
223,41487,INCIDENTE,SC,SBJV,2010-07-06,12:50:00,FALHA DO MOTOR EM VOO,ESPECIALIZADA,AVIÃO
224,41411,INCIDENTE GRAVE,SP,SBMT,2010-08-06,19:30:00,EXCURSÃO DE PISTA,***,AVIÃO
225,41411,INCIDENTE GRAVE,SP,SBMT,2010-08-06,19:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
226,41480,INCIDENTE,PR,SBCT,2010-08-06,23:07:00,POUSO BRUSCO,***,AVIÃO
227,41579,INCIDENTE,AC,****,2010-09-06,13:55:00,COM TREM DE POUSO,TÁXI AÉREO,AVIÃO
228,45940,ACIDENTE,RR,****,2010-09-06,15:00:00,INDETERMINADO,***,AVIÃO
229,41591,INCIDENTE,RJ,SBGL,2010-10-06,17:30:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
230,41592,INCIDENTE,CE,****,2010-10-06,03:00:00,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,REGULAR,AVIÃO
231,41676,INCIDENTE,DF,****,2010-10-06,17:27:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
232,42010,INCIDENTE,RJ,****,2010-10-06,11:52:00,TRÁFEGO AÉREO,TÁXI AÉREO,HELICÓPTERO
233,41569,ACIDENTE,PA,SNFX,2010-12-06,23:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
234,41488,ACIDENTE,CE,****,2010-06-13,12:50:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
235,41553,INCIDENTE,MG,SBCF,2010-06-13,10:03:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
236,41595,INCIDENTE,PE,SBPL,2010-06-13,15:00:00,FALHA DO MOTOR EM VOO,TÁXI AÉREO,AVIÃO
237,41908,INCIDENTE,SP,SBKP,2010-06-13,12:45:00,COLISÃO COM AVE,REGULAR,AVIÃO
238,41552,ACIDENTE,RO,****,2010-06-14,14:25:00,OUTROS,***,HELICÓPTERO
239,41551,INCIDENTE,AM,SBEG,2010-06-15,15:20:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
240,41578,INCIDENTE GRAVE,MT,SWXV,2010-06-15,20:45:00,POUSO SEM TREM,***,AVIÃO
241,41589,INCIDENTE,SP,****,2010-06-15,00:38:00,VAZAMENTO DE OUTROS FLUIDOS,REGULAR,AVIÃO
242,42013,INCIDENTE,RJ,****,2010-06-16,13:45:00,TRÁFEGO AÉREO,TÁXI AÉREO,HELICÓPTERO
243,41571,INCIDENTE,SP,****,2010-06-17,22:30:00,COM PARA-BRISAS / JANELA / PORTA,INSTRUÇÃO,HELICÓPTERO
244,41854,INCIDENTE,BA,SBSV,2010-06-17,09:31:00,COLISÃO COM AVE,REGULAR,AVIÃO
245,41915,INCIDENTE,BA,****,2010-06-18,09:37:00,COLISÃO COM AVE,REGULAR,AVIÃO
246,41678,INCIDENTE,RJ,SBRJ,2010-06-19,19:05:00,COLISÃO COM AVE,PARTICULAR,AVIÃO
247,41680,INCIDENTE,MG,****,2010-06-19,13:06:00,VAZAMENTO DE COMBUSTÍVEL,PARTICULAR,AVIÃO
248,42011,INCIDENTE,RJ,****,2010-06-19,13:16:00,TRÁFEGO AÉREO,ESPECIALIZADA,AVIÃO
249,41655,INCIDENTE,SP,SBMT,2010-06-20,17:40:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,INSTRUÇÃO,AVIÃO
250,41664,INCIDENTE,DF,SBBR,2010-06-21,17:23:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
251,41684,INCIDENTE,DF,****,2010-06-21,17:00:00,FALHA DO MOTOR EM VOO,ADMINISTRAÇÃO INDIRETA,AVIÃO
252,41840,INCIDENTE,BA,****,2010-06-23,15:29:00,FALHA DO MOTOR EM VOO,ESPECIALIZADA,AVIÃO
253,41609,INCIDENTE,SE,SBAR,2010-06-24,03:36:00,COLISÃO COM AERONAVE NO SOLO,REGULAR,AVIÃO
254,41609,INCIDENTE,SE,SBAR,2010-06-24,03:36:00,COLISÃO COM AERONAVE NO SOLO,REGULAR,AVIÃO
255,41729,ACIDENTE,RJ,****,2010-06-25,13:05:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
256,41852,INCIDENTE,SP,SBGR,2010-06-25,21:30:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
257,41910,INCIDENTE,SC,SBNF,2010-06-25,11:45:00,FALHA DO MOTOR EM VOO,INSTRUÇÃO,AVIÃO
258,41672,INCIDENTE,SP,****,2010-06-27,12:30:00,COLISÃO COM AVE,PARTICULAR,AVIÃO
259,41898,INCIDENTE GRAVE,RS,****,2010-06-27,17:45:00,POUSO EM LOCAL NÃO PREVISTO,***,AVIÃO
260,41909,INCIDENTE,AM,****,2010-06-27,12:20:00,COM LANÇAMENTO DE CARGA,TÁXI AÉREO,HELICÓPTERO
261,42009,INCIDENTE,AM,****,2010-06-27,17:45:00,COM LANÇAMENTO DE CARGA,TÁXI AÉREO,HELICÓPTERO
262,41670,INCIDENTE GRAVE,MG,****,2010-06-28,12:45:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
263,41829,ACIDENTE,SP,SBJD,2010-06-29,19:20:00,EXCURSÃO DE PISTA,***,AVIÃO
264,41829,ACIDENTE,SP,SBJD,2010-06-29,19:20:00,FALHA DO MOTOR EM VOO,***,AVIÃO
265,42012,INCIDENTE,SP,SBKP,2010-06-30,19:37:00,TRÁFEGO AÉREO,REGULAR,AVIÃO
266,41913,INCIDENTE,BA,SBSV,2010-02-07,17:25:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,AVIÃO
267,41991,INCIDENTE,SP,SBGR,2010-02-07,13:30:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
268,41749,ACIDENTE,PE,SBRF,2010-04-07,20:20:00,EXCURSÃO DE PISTA,***,AVIÃO
269,41749,ACIDENTE,PE,SBRF,2010-04-07,20:20:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
270,41902,INCIDENTE,DF,****,2010-04-07,21:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
271,41832,INCIDENTE GRAVE,MT,****,2010-05-07,22:00:00,COM TREM DE POUSO,***,AVIÃO
272,41845,INCIDENTE,MG,SBUL,2010-05-07,10:35:00,COM PARA-BRISAS / JANELA / PORTA,REGULAR,AVIÃO
273,42232,INCIDENTE,DF,SBBR,2010-05-07,03:00:00,COLISÃO COM AVE,REGULAR,AVIÃO
274,41914,INCIDENTE,SP,SBML,2010-07-07,18:07:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
275,41985,INCIDENTE,SC,****,2010-07-07,16:12:00,OUTROS,REGULAR,AVIÃO
276,41984,INCIDENTE,GO,****,2010-08-07,15:24:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
277,42429,INCIDENTE,RS,SBPA,2010-09-07,13:44:00,COM PARA-BRISAS / JANELA / PORTA,TÁXI AÉREO,AVIÃO
278,41751,ACIDENTE,MG,****,2010-10-07,18:20:00,PANE SECA,***,AVIÃO
279,41789,ACIDENTE,MA,****,2010-10-07,13:39:00,PANE SECA,***,AVIÃO
280,41834,INCIDENTE GRAVE,PR,SSZW,2010-10-07,20:35:00,FALHA DO MOTOR EM VOO,***,AVIÃO
281,42039,INCIDENTE,ES,****,2010-10-07,11:20:00,POUSO EM LOCAL NÃO PREVISTO,TÁXI AÉREO,HELICÓPTERO
282,41837,INCIDENTE,PE,****,2010-11-07,11:50:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,HELICÓPTERO
283,41750,ACIDENTE,RJ,SBJR,2010-12-07,19:53:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
284,41844,INCIDENTE,BA,SBSV,2010-12-07,11:46:00,OUTROS,TÁXI AÉREO,AVIÃO
285,41904,INCIDENTE,GO,****,2010-07-14,20:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ESPECIALIZADA,AVIÃO
286,41994,INCIDENTE,MT,SWRD,2010-07-14,21:35:00,COLISÃO COM AVE,PARTICULAR,AVIÃO
287,41850,INCIDENTE GRAVE,TO,SBPJ,2010-07-15,17:00:00,COLISÃO COM AERONAVE NO SOLO,***,AVIÃO
288,41899,INCIDENTE,PR,SBLO,2010-07-16,23:28:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
289,41900,ACIDENTE,SP,****,2010-07-16,19:20:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,HELICÓPTERO
290,41916,ACIDENTE,MT,SWLV,2010-07-18,16:00:00,VOO CONTROLADO CONTRA O TERRENO,***,AVIÃO
291,41917,ACIDENTE,DF,SSGP,2010-07-19,18:30:00,POUSO BRUSCO,***,AVIÃO
292,41960,ACIDENTE,TO,****,2010-07-20,15:00:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
293,42067,INCIDENTE,RJ,****,2010-07-20,12:41:00,FALHA DO MOTOR EM VOO,PARTICULAR,AVIÃO
294,41973,INCIDENTE,DF,****,2010-07-21,16:15:00,COLISÃO COM AVE,REGULAR,AVIÃO
295,42068,INCIDENTE,BA,SBSV,2010-07-21,13:25:00,COM TREM DE POUSO,INSTRUÇÃO,AVIÃO
296,42073,INCIDENTE,BA,SBSV,2010-07-21,19:16:00,OUTROS,REGULAR,AVIÃO
297,42614,INCIDENTE,SC,SBNF,2010-07-21,16:17:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,HELICÓPTERO
298,42618,INCIDENTE,PR,SBCT,2010-07-21,16:10:00,ESTOURO DE PNEU,REGULAR,AVIÃO
299,41976,INCIDENTE,AC,****,2010-07-23,08:08:00,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,***,AVIÃO
300,42001,ACIDENTE,SP,SDOI,2010-07-24,18:00:00,EXCURSÃO DE PISTA,***,AVIÃO
301,42001,ACIDENTE,SP,SDOI,2010-07-24,18:00:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
302,42071,ACIDENTE,PA,****,2010-07-24,10:15:00,FALHA DO MOTOR EM VOO,***,AVIÃO
303,42387,ACIDENTE,MA,****,2010-07-24,17:00:00,EXCURSÃO DE PISTA,***,AVIÃO
304,42387,ACIDENTE,MA,****,2010-07-24,17:00:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
305,43091,ACIDENTE,SC,SBJV,2010-07-25,15:10:00,PERDA DE CONTROLE NO SOLO,EXPERIMENTAL,ULTRALEVE
306,42038,INCIDENTE,PE,****,2010-07-26,22:30:00,OUTROS,TÁXI AÉREO,AVIÃO
307,42634,INCIDENTE,RJ,****,2010-07-28,10:05:00,PERDA DE COMPONENTE EM VOO,PARTICULAR,AVIÃO
308,42289,INCIDENTE GRAVE,SP,SBMT,2010-07-29,20:06:00,FALHA DO MOTOR EM VOO,***,AVIÃO
309,42436,INCIDENTE,RJ,SBJR,2010-07-29,19:12:00,ESTOURO DE PNEU,TÁXI AÉREO,HELICÓPTERO
310,42367,INCIDENTE,RR,****,2010-07-30,20:00:00,OUTROS,TÁXI AÉREO,AVIÃO
311,42619,INCIDENTE,RJ,SBRJ,2010-07-30,09:24:00,COM TREM DE POUSO,REGULAR,AVIÃO
312,42638,INCIDENTE,SP,SBMT,2010-07-30,12:30:00,OUTROS,PARTICULAR,AVIÃO
313,42425,INCIDENTE,PR,****,2010-07-31,14:30:00,OUTROS,INSTRUÇÃO,AVIÃO
314,42506,INCIDENTE,MA,SBSL,2010-07-31,13:51:00,COLISÃO COM AVE,REGULAR,AVIÃO
315,42590,INCIDENTE,MA,SBSL,2010-01-08,18:50:00,COLISÃO COM AVE,REGULAR,AVIÃO
316,42286,INCIDENTE,MT,****,2010-02-08,10:00:00,OUTROS,REGULAR,AVIÃO
317,42446,INCIDENTE,SP,SBAE,2010-02-08,11:04:00,COM TREM DE POUSO,REGULAR,AVIÃO
318,42626,INCIDENTE,PR,****,2010-02-08,01:40:00,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,REGULAR,AVIÃO
319,42449,ACIDENTE,PA,****,2010-03-08,16:20:00,COLISÃO COM AVE,***,HELICÓPTERO
320,42443,INCIDENTE,RJ,SBGL,2010-04-08,13:27:00,COLISÃO COM AVE,REGULAR,AVIÃO
321,42636,INCIDENTE,GO,****,2010-04-08,14:08:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
322,43035,INCIDENTE,SC,****,2010-04-08,12:30:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,HELICÓPTERO
323,43439,INCIDENTE,PR,****,2010-04-08,17:10:00,TRÁFEGO AÉREO,INSTRUÇÃO,AVIÃO
324,42251,INCIDENTE GRAVE,GO,****,2010-05-08,17:00:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
325,42323,INCIDENTE GRAVE,SP,SBSR,2010-05-08,12:01:00,POUSO ANTES DA PISTA,***,AVIÃO
326,42249,INCIDENTE,DF,SBBR,2010-06-08,23:55:00,ESTOURO DE PNEU,ADMINISTRAÇÃO DIRETA,AVIÃO
327,42287,ACIDENTE,PA,****,2010-06-08,20:20:00,FALHA DO MOTOR EM VOO,***,AVIÃO
328,42292,INCIDENTE,GO,****,2010-07-08,12:10:00,ESTOURO DE PNEU,EXPERIMENTAL,ULTRALEVE
329,42303,INCIDENTE GRAVE,GO,****,2010-07-08,20:50:00,PANE SECA,EXPERIMENTAL,AVIÃO
330,42284,INCIDENTE,RJ,SBGL,2010-10-08,12:30:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
331,42427,INCIDENTE GRAVE,RS,SBPA,2010-10-08,21:46:00,FALHA DO MOTOR EM VOO,***,AVIÃO
332,42431,INCIDENTE,SC,****,2010-10-08,13:00:00,COM ROTOR,TÁXI AÉREO,HELICÓPTERO
333,42461,INCIDENTE,PE,SBRF,2010-10-08,13:25:00,COLISÃO COM AVE,REGULAR,AVIÃO
334,42646,INCIDENTE,MG,****,2010-10-08,20:10:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
335,42713,INCIDENTE,DF,SBBR,2010-10-08,19:05:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
336,42263,INCIDENTE,BA,****,2010-11-08,12:52:00,ESTOURO DE PNEU,REGULAR,AVIÃO
337,42250,ACIDENTE,RJ,SBRJ,2010-12-08,12:26:00,EXCURSÃO DE PISTA,***,AVIÃO
338,42250,ACIDENTE,RJ,SBRJ,2010-12-08,12:26:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
339,42756,INCIDENTE,MG,****,2010-12-08,19:59:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
340,42565,ACIDENTE,GO,****,2010-08-13,21:00:00,PANE SECA,***,AVIÃO
341,42433,INCIDENTE,RJ,****,2010-08-15,11:00:00,F.O.D.,TÁXI AÉREO,HELICÓPTERO
342,42742,INCIDENTE,MG,****,2010-08-15,15:35:00,TRÁFEGO AÉREO,TÁXI AÉREO,AVIÃO
343,42460,INCIDENTE,BA,****,2010-08-17,14:12:00,POUSO BRUSCO,REGULAR,AVIÃO
344,42434,INCIDENTE,SP,****,2010-08-19,17:00:00,OUTROS,ADMINISTRAÇÃO DIRETA,HELICÓPTERO
345,42452,INCIDENTE,SP,SBSJ,2010-08-20,13:18:00,COM TREM DE POUSO,EXPERIMENTAL,ULTRALEVE
346,42466,INCIDENTE,PE,SBRF,2010-08-20,14:15:00,COM HÉLICE,REGULAR,AVIÃO
347,42456,INCIDENTE,RJ,****,2010-08-21,16:35:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PARTICULAR,HELICÓPTERO
348,42740,INCIDENTE,RJ,****,2010-08-21,13:25:00,TRÁFEGO AÉREO,PARTICULAR,AVIÃO
349,43729,ACIDENTE,PA,****,2010-08-22,15:30:00,INDETERMINADO,***,AVIÃO
350,42447,INCIDENTE,TO,****,2010-08-23,19:32:00,OUTROS,REGULAR,AVIÃO
351,42458,INCIDENTE,MG,SNDV,2010-08-23,19:30:00,POUSO SEM TREM,PARTICULAR,AVIÃO
352,42485,INCIDENTE,SP,****,2010-08-23,15:15:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
353,42486,INCIDENTE,RJ,SBRJ,2010-08-23,23:55:00,COLISÃO COM AVE,REGULAR,AVIÃO
354,42368,ACIDENTE,MA,****,2010-08-24,11:00:00,COLISÃO COM AERONAVE NO SOLO,***,AVIÃO
355,42388,ACIDENTE,RS,SSKS,2010-08-24,19:40:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
356,42432,INCIDENTE,PR,****,2010-08-24,20:45:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
357,42465,INCIDENTE,PR,SBMG,2010-08-24,08:20:00,OUTROS,REGULAR,AVIÃO
358,42386,ACIDENTE,BA,SBQV,2010-08-25,17:40:00,EXCURSÃO DE PISTA,***,AVIÃO
359,42386,ACIDENTE,BA,SBQV,2010-08-25,17:40:00,POUSO ANTES DA PISTA,***,AVIÃO
360,42439,INCIDENTE,SP,SBKP,2010-08-25,02:11:00,VAZAMENTO DE OUTROS FLUIDOS,REGULAR,AVIÃO
361,42602,INCIDENTE,MG,SBIP,2010-08-25,13:34:00,COM TREM DE POUSO,REGULAR,AVIÃO
362,42448,INCIDENTE,MT,SBAT,2010-08-26,19:00:00,POUSO BRUSCO,***,AVIÃO
363,42451,INCIDENTE,SP,****,2010-08-26,11:05:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,AVIÃO
364,42597,INCIDENTE,DF,****,2010-08-27,12:01:00,OUTROS,PARTICULAR,HELICÓPTERO
365,42603,INCIDENTE,RJ,****,2010-08-27,13:27:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,INSTRUÇÃO,AVIÃO
366,42585,INCIDENTE,PR,****,2010-08-28,19:55:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
367,42587,INCIDENTE,CE,SBFZ,2010-08-28,15:25:00,COM TREM DE POUSO,TÁXI AÉREO,AVIÃO
368,42606,INCIDENTE GRAVE,RS,****,2010-08-28,18:30:00,COM TREM DE POUSO,EXPERIMENTAL,ULTRALEVE
369,43258,INCIDENTE,GO,SWFR,2010-08-28,20:00:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
370,42589,INCIDENTE,TO,SBPJ,2010-08-29,06:20:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
371,42588,INCIDENTE,SP,SBKP,2010-08-31,22:24:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PARTICULAR,AVIÃO
372,42598,INCIDENTE,RJ,****,2010-08-31,12:35:00,OUTROS,TÁXI AÉREO,AVIÃO
373,42595,INCIDENTE,DF,****,2010-01-09,20:10:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
374,42723,ACIDENTE,RR,SBBV,2010-01-09,13:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
375,42735,INCIDENTE,MG,SBBH,2010-01-09,18:35:00,AERONAVE ATINGIDA POR OBJETO,TÁXI AÉREO,AVIÃO
376,42601,INCIDENTE,DF,****,2010-02-09,14:23:00,OUTROS,REGULAR,AVIÃO
377,42680,INCIDENTE,MG,SBBH,2010-03-09,22:45:00,COLISÃO COM AVE,TÁXI AÉREO,AVIÃO
378,42707,INCIDENTE,SP,SBGR,2010-03-09,16:14:00,COLISÃO COM AVE,REGULAR,AVIÃO
379,42592,INCIDENTE,SP,SBMT,2010-04-09,13:00:00,COLISÃO COM OBSTÁCULOS NO SOLO,PARTICULAR,AVIÃO
380,42738,ACIDENTE,SP,****,2010-04-09,18:30:00,COLISÃO COM OBSTÁCULOS NO SOLO,***,AVIÃO
381,42715,INCIDENTE,PB,SBJP,2010-05-09,08:10:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
382,42718,INCIDENTE GRAVE,RS,SSVN,2010-08-09,19:10:00,EXCURSÃO DE PISTA,***,AVIÃO
383,42718,INCIDENTE GRAVE,RS,SSVN,2010-08-09,19:10:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
384,40823,INCIDENTE GRAVE,PR,SSPS,2010-09-09,18:50:00,COM TREM DE POUSO,***,AVIÃO
385,42717,INCIDENTE,GO,****,2010-09-09,19:06:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
386,43589,INCIDENTE,SC,SBFL,2010-09-09,03:26:00,COLISÃO COM AVE,REGULAR,AVIÃO
387,42758,ACIDENTE,SP,****,2010-10-09,14:45:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
388,42760,INCIDENTE GRAVE,SP,SDPW,2010-10-09,11:10:00,EXCURSÃO DE PISTA,***,AVIÃO
389,42760,INCIDENTE GRAVE,SP,SDPW,2010-10-09,11:10:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
390,42714,INCIDENTE GRAVE,RJ,****,2010-11-09,15:30:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,AVIÃO
391,42716,INCIDENTE,PA,SBSN,2010-11-09,16:30:00,COLISÃO COM AERONAVE NO SOLO,TÁXI AÉREO,AVIÃO
392,42868,INCIDENTE,RJ,****,2010-11-09,20:30:00,TRÁFEGO AÉREO,REGULAR,AVIÃO
393,43043,ACIDENTE,PR,****,2010-11-09,21:13:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
394,43171,INCIDENTE,MG,SNDT,2010-12-09,18:30:00,TRÁFEGO AÉREO,TÁXI AÉREO,AVIÃO
395,42757,INCIDENTE GRAVE,SP,SBSP,2010-09-13,19:05:00,COM TREM DE POUSO,***,HELICÓPTERO
396,42838,INCIDENTE GRAVE,PR,****,2010-09-15,20:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
397,42866,INCIDENTE,DF,SBBR,2010-09-15,13:09:00,COM COMANDOS DE VOO,REGULAR,AVIÃO
398,42919,ACIDENTE,PA,****,2010-09-15,18:10:00,FALHA DO MOTOR EM VOO,***,AVIÃO
399,42921,ACIDENTE,PA,****,2010-09-15,21:50:00,VOO CONTROLADO CONTRA O TERRENO,***,HELICÓPTERO
400,43042,INCIDENTE GRAVE,RS,SSKZ,2010-09-15,20:00:00,FALHA DO MOTOR EM VOO,***,AVIÃO
401,43064,INCIDENTE,RJ,SBRJ,2010-09-15,17:54:00,POUSO BRUSCO,REGULAR,AVIÃO
402,43061,INCIDENTE,DF,****,2010-09-16,14:50:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
403,42880,INCIDENTE GRAVE,RJ,SBJR,2010-09-17,13:55:00,POUSO LONGO,***,AVIÃO
404,42882,INCIDENTE GRAVE,RJ,SBJR,2010-09-17,18:46:00,POUSO LONGO,EXPERIMENTAL,AVIÃO
405,43003,ACIDENTE,MS,****,2010-09-18,18:30:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
406,43090,INCIDENTE,MG,SBUR,2010-09-18,14:57:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
407,43572,INCIDENTE,SC,SBFL,2010-09-18,18:40:00,COLISÃO COM AVE,REGULAR,AVIÃO
408,43008,INCIDENTE,SP,SBGR,2010-09-19,17:30:00,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,***,AVIÃO
409,43044,ACIDENTE,SC,****,2010-09-19,12:50:00,FALHA ESTRUTURAL,EXPERIMENTAL,ULTRALEVE
410,43002,INCIDENTE,ES,****,2010-09-20,14:30:00,ESTOURO DE PNEU,ADMINISTRAÇÃO DIRETA,AVIÃO
411,43086,INCIDENTE,PB,****,2010-09-20,23:00:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
412,42865,INCIDENTE,MG,****,2010-09-21,18:20:00,POUSO SEM TREM,PARTICULAR,HELICÓPTERO
413,43063,ACIDENTE,RR,****,2010-09-21,17:10:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
414,43065,INCIDENTE,MG,****,2010-09-21,13:50:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
415,42999,INCIDENTE GRAVE,MA,SBSL,2010-09-22,21:38:00,POUSO SEM TREM,***,AVIÃO
416,42987,INCIDENTE,TO,SBPJ,2010-09-23,04:36:00,FALHA DO MOTOR EM VOO,PARTICULAR,AVIÃO
417,42994,INCIDENTE,MT,****,2010-09-23,17:30:00,OUTROS,REGULAR,AVIÃO
418,42883,INCIDENTE,AM,****,2010-09-24,10:40:00,COM TREM DE POUSO,REGULAR,AVIÃO
419,42986,INCIDENTE,TO,SBPJ,2010-09-24,20:11:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
420,42997,ACIDENTE,PA,SBJC,2010-09-24,18:10:00,FALHA DO MOTOR EM VOO,***,AVIÃO
421,43027,INCIDENTE GRAVE,RS,SBPA,2010-09-24,20:59:00,FALHA DO MOTOR EM VOO,***,AVIÃO
422,42991,INCIDENTE,MT,****,2010-09-25,21:10:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
423,43062,ACIDENTE,GO,****,2010-09-25,16:30:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
